target,num_seeds,mo_rmse_mean,mo_rmse_std,pt_rmse_mean,pt_rmse_std,d_rmse_mean,d_rmse_std,mo_mae_mean,mo_mae_std,pt_mae_mean,pt_mae_std,d_mae_mean,d_mae_std,mo_r2_mean,mo_r2_std,pt_r2_mean,pt_r2_std,d_r2_mean,d_r2_std
MACRO,5,3.991427228214717,0.04441560312588348,3.940694238178138,0.03886757718013517,-0.05073299003657974,0.06760417330095285,3.1794275902766804,0.020874310262849312,3.156611652748257,0.030085386166650012,-0.02281593752842328,0.04409556397224147,0.4402898231202908,0.011554276944770764,0.45304971937597954,0.011328785959038691,0.012759896255688786,0.019154929526299973
BDCM_ug_L,5,1.6245777601540072,0.027604476069567216,1.6099440281704234,0.02310375112455454,-0.01463373198358422,0.03981309130953032,1.2589294714086197,0.014109104647368868,1.2717505023058724,0.023181556614850378,0.012821030897252728,0.03638418604736316,0.38497031895490114,0.020773766707136983,0.3960504234926887,0.017401416206189763,0.011080104537787582,0.03000844459894569
DBCM_ug_L,5,2.790766013289743,0.015775555318963602,2.757183956826043,0.047764130770301075,-0.0335820564637002,0.06298461652411237,2.2446330805385815,0.02372518095166836,2.2545451394249407,0.053786767829995516,0.00991205888635971,0.06557492195315415,0.4826919039452293,0.005847279630743369,0.494931425837683,0.017554687778903393,0.012239521892453786,0.023193141794941256
T_THMs_ug_L,5,7.5589379112004,0.10399266073547885,7.4549547295379455,0.09190942859143503,-0.10398318166245417,0.13514715252997056,6.034720218882841,0.041860986516625294,5.9435393165139585,0.07405898522340905,-0.09118090236888214,0.09276322192455065,0.4532072464607418,0.015111104300157328,0.46816730879756674,0.013090292092491889,0.014960062336824943,0.0195417169387984
