feature,feature_label,mean_abs_shap,rank
cl2d_in_avg,Cl₂ dose,43.50847,1
uv_in_avg,UV254,21.275259,2
toc_in_avg,TOC,13.472943,3
br_in_avg,Bromide,10.851906,4
temp_in_avg,Temperature,3.2895403,5
ph_in_avg,pH,2.3766842,6
