feature,feature_label,mean_abs_shap,rank
toc_in_avg,TOC,8.029182,1
br_in_avg,Bromide,4.781776,2
uv_in_avg,UV254,2.1194975,3
temp_in_avg,Temperature,0.9421933,4
ph_in_avg,pH,0.7794328,5
