feature,feature_label,mean_abs_shap,rank
br_in_avg,Bromide,9.095264313495708,1
ph_in_avg,pH,3.0082516019756644,2
uv_in_avg,UV254,2.4648338706143234,3
toc_in_avg,TOC,1.2884474628691232,4
temp_in_avg,Temperature,1.030239771893936,5
