run,run_label,model,model_label,target,target_label,group,method,feature,feature_label,importance_mean,importance_std,rank,n_rows,n_tsids
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,shap,uv_in_avg,UV254,2.474809992690192,0.0,4,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,shap,ph_in_avg,pH,0.5604983887180794,0.0,5,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,shap,temp_in_avg,Temperature,0.4800434725690234,0.0,6,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,permutation,br_in_avg,Bromide,12.3905688697179,1.0382964042223408,1,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,permutation,cl2d_in_avg,Cl2 dose,4.201215911065853,1.144257542179152,2,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,permutation,uv_in_avg,UV254,3.3336702882323004,1.0396704925517286,3,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,permutation,toc_in_avg,TOC,0.9505822212560495,0.5087162835862095,4,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,permutation,temp_in_avg,Temperature,-0.13360450031253643,0.15017086250501002,5,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,low,permutation,ph_in_avg,pH,-0.17889855602286592,0.16291913749273793,6,50,10
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,shap,br_in_avg,Bromide,5.546963415878173,0.0,1,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,shap,cl2d_in_avg,Cl2 dose,3.8499606474240915,0.0,2,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,shap,uv_in_avg,UV254,1.1603431049788178,0.0,3,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,shap,toc_in_avg,TOC,1.0055682029538897,0.0,4,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,shap,temp_in_avg,Temperature,0.637664017035664,0.0,5,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,shap,ph_in_avg,pH,0.49090461285964215,0.0,6,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,permutation,br_in_avg,Bromide,1.7717280842983292,0.9817359379686862,1,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,permutation,cl2d_in_avg,Cl2 dose,1.5781200409144114,0.5256552718584908,2,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,permutation,ph_in_avg,pH,0.05842197587471589,0.08918163450036765,3,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,permutation,temp_in_avg,Temperature,-0.03447538530693559,0.12079815524291106,4,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,permutation,toc_in_avg,TOC,-0.08146075489271767,0.23627171119668353,5,55,7
C,Dataset1 formal 6-feature + Cl2,rf,Random Forest,bdcm_in_avg,BDCM,high,permutation,uv_in_avg,UV254,-0.15238717419212996,0.17642174418276424,6,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,shap,cl2d_in_avg,Cl2 dose,31.356796264648438,0.0,1,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,shap,toc_in_avg,TOC,29.769514083862305,0.0,2,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,shap,br_in_avg,Bromide,18.104236602783203,0.0,3,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,shap,uv_in_avg,UV254,7.3135857582092285,0.0,4,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,shap,ph_in_avg,pH,5.348104476928711,0.0,5,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,shap,temp_in_avg,Temperature,2.918519973754883,0.0,6,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,permutation,toc_in_avg,TOC,32.28886328536787,5.702782452643193,1,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,permutation,cl2d_in_avg,Cl2 dose,27.264526786736702,5.676424391049349,2,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,permutation,br_in_avg,Bromide,12.174237062303444,4.120372466746939,3,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,permutation,ph_in_avg,pH,4.5148981528125605,1.6953124113387623,4,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,permutation,uv_in_avg,UV254,4.352495205508106,1.239182607792159,5,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,low,permutation,temp_in_avg,Temperature,-0.9721442525628813,0.6721390975629964,6,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,shap,cl2d_in_avg,Cl2 dose,28.124563217163086,0.0,1,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,shap,br_in_avg,Bromide,15.356392860412598,0.0,2,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,shap,toc_in_avg,TOC,11.106837272644043,0.0,3,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,shap,uv_in_avg,UV254,8.538573265075684,0.0,4,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,shap,temp_in_avg,Temperature,3.3957626819610596,0.0,5,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,shap,ph_in_avg,pH,3.074640989303589,0.0,6,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,permutation,cl2d_in_avg,Cl2 dose,16.50635810223638,2.839863364984396,1,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,permutation,toc_in_avg,TOC,1.831199137380232,2.0147746095089407,2,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,permutation,ph_in_avg,pH,1.019047401956157,0.5288941343047143,3,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,permutation,uv_in_avg,UV254,-0.6014015442489414,0.8381203933636121,4,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,permutation,temp_in_avg,Temperature,-0.6845833112137125,0.6571666926297156,5,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,thm4_in_avg,THM4,high,permutation,br_in_avg,Bromide,-3.4683808120536455,1.2773446257005794,6,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,shap,br_in_avg,Bromide,8.44322395324707,0.0,1,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,shap,uv_in_avg,UV254,2.338470935821533,0.0,2,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,shap,temp_in_avg,Temperature,1.8814339637756348,0.0,3,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,shap,ph_in_avg,pH,1.6891181468963623,0.0,4,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,shap,toc_in_avg,TOC,1.077696442604065,0.0,5,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,shap,cl2d_in_avg,Cl2 dose,1.0216881036758423,0.0,6,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,permutation,br_in_avg,Bromide,11.428312906708177,1.0050348918143486,1,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,permutation,uv_in_avg,UV254,3.8922654284041527,0.8466350752325363,2,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,permutation,temp_in_avg,Temperature,2.337258720505591,0.3384945111291357,3,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,permutation,toc_in_avg,TOC,0.8625573876234774,0.2687209276112678,4,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,permutation,cl2d_in_avg,Cl2 dose,0.49548105056203157,0.39911032010474684,5,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,low,permutation,ph_in_avg,pH,0.28212689414724884,0.5601891608302348,6,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,shap,br_in_avg,Bromide,8.235661506652832,0.0,1,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,shap,temp_in_avg,Temperature,2.4106438159942627,0.0,2,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,shap,cl2d_in_avg,Cl2 dose,1.54547119140625,0.0,3,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,shap,uv_in_avg,UV254,1.2349811792373657,0.0,4,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,shap,ph_in_avg,pH,1.1818797588348389,0.0,5,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,shap,toc_in_avg,TOC,0.9760366082191467,0.0,6,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,permutation,br_in_avg,Bromide,3.907711296051154,0.5111260106919466,1,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,permutation,cl2d_in_avg,Cl2 dose,0.9313199797938483,0.3812090742685155,2,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,permutation,temp_in_avg,Temperature,0.8235721348237183,0.5215444678753266,3,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,permutation,ph_in_avg,pH,0.36616011976123714,0.15721854876225658,4,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,permutation,uv_in_avg,UV254,-0.08255124103966996,0.09387251024021641,5,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,dbcm_in_avg,DBCM,high,permutation,toc_in_avg,TOC,-0.48746431467457396,0.24674626933962737,6,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,shap,br_in_avg,Bromide,11.824493408203125,0.0,1,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,shap,cl2d_in_avg,Cl2 dose,4.575719833374023,0.0,2,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,shap,uv_in_avg,UV254,3.130162239074707,0.0,3,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,shap,toc_in_avg,TOC,2.9029970169067383,0.0,4,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,shap,ph_in_avg,pH,0.9708784222602844,0.0,5,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,shap,temp_in_avg,Temperature,0.6372449994087219,0.0,6,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,permutation,br_in_avg,Bromide,12.136093913097318,1.0946465660074718,1,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,permutation,cl2d_in_avg,Cl2 dose,4.1226722805622185,1.1049452421623804,2,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,permutation,uv_in_avg,UV254,3.126051342942793,0.8074781780679462,3,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,permutation,toc_in_avg,TOC,0.8678380068439789,0.5054076039803769,4,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,permutation,ph_in_avg,pH,-0.2304995077567372,0.3582699358132481,5,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,low,permutation,temp_in_avg,Temperature,-0.27427740338902895,0.17097120684228972,6,50,10
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,shap,br_in_avg,Bromide,5.690257549285889,0.0,1,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,shap,cl2d_in_avg,Cl2 dose,3.4723992347717285,0.0,2,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,shap,uv_in_avg,UV254,1.2823344469070435,0.0,3,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,shap,toc_in_avg,TOC,0.9646350741386414,0.0,4,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,shap,temp_in_avg,Temperature,0.8203733563423157,0.0,5,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,shap,ph_in_avg,pH,0.6908888220787048,0.0,6,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,permutation,br_in_avg,Bromide,1.631660324009129,1.0388233901046016,1,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,permutation,cl2d_in_avg,Cl2 dose,1.2231575409902153,0.5392092282466397,2,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,permutation,ph_in_avg,pH,0.20545590719067822,0.07757738450173876,3,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,permutation,temp_in_avg,Temperature,-0.001044804367902863,0.20192811039588948,4,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,permutation,uv_in_avg,UV254,-0.08601145555692984,0.17655980582243466,5,55,7
C,Dataset1 formal 6-feature + Cl2,xgb,XGBoost,bdcm_in_avg,BDCM,high,permutation,toc_in_avg,TOC,-0.17308577265091163,0.18962496196643852,6,55,7
