feature,feature_label,mean_abs_shap,rank
br_in_avg,Bromide,11.724207,1
ph_in_avg,pH,2.113349,2
temp_in_avg,Temperature,2.0077426,3
uv_in_avg,UV254,1.7675159,4
toc_in_avg,TOC,0.85296875,5
