feature,feature_label,mean_abs_shap,rank
uv_in_avg,UV254,30.734404,1
toc_in_avg,TOC,25.775602,2
br_in_avg,Bromide,16.284477,3
ph_in_avg,pH,4.83019,4
temp_in_avg,Temperature,4.5308123,5
