condition,condition_label,seed,model,model_label,target,target_key,target_label,feature,feature_label,mean_abs_shap,rank,n_train,n_test
D,D Dataset1 5-common (N=175),3,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.9910451173782349,4,141,34
D,D Dataset1 5-common (N=175),3,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.9833635687828064,5,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,31.319108988666525,1,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,20.091860716823266,2,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,17.485300339726603,3,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,ph_in_avg,pH,4.784513186258175,4,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,2.5379512274422957,5,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,35.72279739379883,1,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,18.686012268066406,2,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,11.600747108459473,3,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,ph_in_avg,pH,5.631683349609375,4,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,3.687047004699707,5,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,10.417259838633143,1,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,2.8469096582986233,2,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,2.4813556411663815,3,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,1.426475742295607,4,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,1.0173982009947657,5,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,11.724206924438477,1,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,2.113348960876465,2,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,2.0077426433563232,3,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.7675158977508545,4,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,0.8529687523841858,5,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,9.159548549386468,1,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,3.875929751898452,2,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,3.8692691256523006,3,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.9157881717151357,4,141,34
D,D Dataset1 5-common (N=175),4,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.6764855256989688,5,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,9.24905776977539,1,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,3.4730241298675537,2,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,3.0535471439361572,3,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,1.1084972620010376,4,141,34
D,D Dataset1 5-common (N=175),4,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.7698878645896912,5,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,36.078211988329,1,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,20.672362713787795,2,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,13.449162173896246,3,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,8.067644708884115,4,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,thm4_in_avg,thm4,THM4,ph_in_avg,pH,4.999582995359191,5,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,41.645774841308594,1,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,14.24935531616211,2,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,10.809337615966797,3,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,8.615867614746094,4,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,thm4_in_avg,thm4,THM4,ph_in_avg,pH,6.299073219299316,5,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,8.65966229025518,1,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,2.2513635861986314,2,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,1.9171702627636995,3,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.7162766746033418,4,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,1.0163306166861528,5,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,8.79131031036377,1,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,2.0012967586517334,2,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,1.7841598987579346,3,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.7002630233764648,4,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,0.35772839188575745,5,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,6.771230533141648,1,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,5.899279092016386,2,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,2.695681521240278,3,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.6844596039034152,4,141,34
D,D Dataset1 5-common (N=175),5,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.5838863491186682,5,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,8.029182434082031,1,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,4.781775951385498,2,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,2.119497537612915,3,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.942193329334259,4,141,34
D,D Dataset1 5-common (N=175),5,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.7794327735900879,5,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,thm4_in_avg,thm4,THM4,cl2d_in_avg,Cl₂ dose,43.3318062491099,1,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,17.913753050993485,2,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,14.953560221430436,3,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,13.466274572833912,4,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,3.635601387388489,5,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,thm4_in_avg,thm4,THM4,ph_in_avg,pH,2.960253126802804,6,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,thm4_in_avg,thm4,THM4,cl2d_in_avg,Cl₂ dose,43.50846862792969,1,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,21.275259017944336,2,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,13.472943305969238,3,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,10.851905822753906,4,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,3.2895402908325195,5,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,thm4_in_avg,thm4,THM4,ph_in_avg,pH,2.3766841888427734,6,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,7.965675578815141,1,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,2.7353051119096157,2,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,cl2d_in_avg,Cl₂ dose,2.1682068294046353,3,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.6959874978246603,4,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,0.8826958103863295,5,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,0.7992872784495685,6,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,8.917332649230957,1,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,1.8198683261871338,2,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,1.494446873664856,3,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.3699761629104614,4,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,cl2d_in_avg,Cl₂ dose,1.236372709274292,5,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,0.22344695031642914,6,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,cl2d_in_avg,Cl₂ dose,8.613641677739011,1,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,7.9361911970364245,2,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,1.866605401360096,3,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,1.7139474233613554,4,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.6053450418909777,5,141,34
E,E Dataset1 6-feat (N=175),1,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.4684532839401361,6,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,cl2d_in_avg,Cl₂ dose,7.823330879211426,1,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,6.642082214355469,2,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,3.322615623474121,3,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.8449463248252869,4,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,0.5671526193618774,5,141,34
E,E Dataset1 6-feat (N=175),1,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.4834466278553009,6,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,thm4_in_avg,thm4,THM4,cl2d_in_avg,Cl₂ dose,38.44844289723782,1,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,16.976772281439736,2,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,16.94598865877728,3,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,12.496249271250985,4,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,4.817165473462735,5,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,thm4_in_avg,thm4,THM4,ph_in_avg,pH,2.2577565200816987,6,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,thm4_in_avg,thm4,THM4,cl2d_in_avg,Cl₂ dose,44.64406204223633,1,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,11.539199829101562,2,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,10.597040176391602,3,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,5.477975368499756,4,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,2.6912152767181396,5,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,thm4_in_avg,thm4,THM4,ph_in_avg,pH,1.789772629737854,6,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,9.720275529788111,1,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,2.8651368741528973,2,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,cl2d_in_avg,Cl₂ dose,2.3291258477735517,3,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.7304885189838626,4,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,1.200853109183852,5,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,0.7547195708431659,6,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,12.124104499816895,1,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.8399382829666138,2,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,1.8107619285583496,3,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,cl2d_in_avg,Cl₂ dose,1.7950668334960938,4,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,1.6391253471374512,5,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,0.7790207862854004,6,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,cl2d_in_avg,Cl₂ dose,9.002082287673344,1,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,7.209617173275554,2,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,1.4437333773208874,3,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,0.7212494489960307,4,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.6757282155553546,5,141,34
E,E Dataset1 6-feat (N=175),2,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.48752443936694817,6,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,cl2d_in_avg,Cl₂ dose,8.865169525146484,1,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,6.6705002784729,2,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,1.1355842351913452,3,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,0.82187819480896,4,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.4207829236984253,5,141,34
E,E Dataset1 6-feat (N=175),2,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.4120519459247589,6,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,23.747902214611656,1,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,20.104463802059115,2,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,thm4_in_avg,thm4,THM4,cl2d_in_avg,Cl₂ dose,19.855185485296506,3,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,16.89846386443111,4,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,4.106844098709579,5,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,thm4_in_avg,thm4,THM4,ph_in_avg,pH,2.8444961139251275,6,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,thm4_in_avg,thm4,THM4,cl2d_in_avg,Cl₂ dose,23.237831115722656,1,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,20.432689666748047,2,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,18.3443660736084,3,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,16.811893463134766,4,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,4.089909076690674,5,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,thm4_in_avg,thm4,THM4,ph_in_avg,pH,3.0569076538085938,6,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,11.614303541339922,1,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,cl2d_in_avg,Cl₂ dose,3.116188915025543,2,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,2.742852225273568,3,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.8564009032341455,4,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,1.3076394159618814,5,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,1.1124127076164674,6,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,11.890190124511719,1,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,cl2d_in_avg,Cl₂ dose,2.76989483833313,2,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,temp_in_avg,Temperature,1.7339367866516113,3,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,uv_in_avg,UV254,1.4237602949142456,4,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,1.3821285963058472,5,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,dbcm_in_avg,dbcm,DBCM,toc_in_avg,TOC,0.5129563212394714,6,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,8.623060858625738,1,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,cl2d_in_avg,Cl₂ dose,5.019781123193146,2,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,3.509916802217991,3,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,2.1627655195955358,4,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.7170004752563033,5,141,34
E,E Dataset1 6-feat (N=175),3,rf,Random Forest,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.42906479161182703,6,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,br_in_avg,Bromide,9.047871589660645,1,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,cl2d_in_avg,Cl₂ dose,5.8397698402404785,2,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,uv_in_avg,UV254,2.6554720401763916,3,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,toc_in_avg,TOC,2.0188090801239014,4,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,ph_in_avg,pH,0.800440788269043,5,141,34
E,E Dataset1 6-feat (N=175),3,xgb,XGBoost,bdcm_in_avg,bdcm,BDCM,temp_in_avg,Temperature,0.7274605631828308,6,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,cl2d_in_avg,Cl₂ dose,30.835623198359425,1,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,13.674900518083078,2,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,12.54227618799661,3,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,9.401040455106164,4,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,2.4829824374810716,5,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,thm4_in_avg,thm4,THM4,ph_in_avg,pH,2.1911946083013114,6,141,34
E,E Dataset1 6-feat (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,cl2d_in_avg,Cl₂ dose,39.333038330078125,1,141,34
E,E Dataset1 6-feat (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,toc_in_avg,TOC,14.178967475891113,2,141,34
E,E Dataset1 6-feat (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,br_in_avg,Bromide,12.235597610473633,3,141,34
E,E Dataset1 6-feat (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,temp_in_avg,Temperature,3.5681636333465576,4,141,34
E,E Dataset1 6-feat (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,uv_in_avg,UV254,3.1823012828826904,5,141,34
E,E Dataset1 6-feat (N=175),4,xgb,XGBoost,thm4_in_avg,thm4,THM4,ph_in_avg,pH,2.821833848953247,6,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,br_in_avg,Bromide,8.827811461985988,1,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,cl2d_in_avg,Cl₂ dose,2.400473029317208,2,141,34
E,E Dataset1 6-feat (N=175),4,rf,Random Forest,dbcm_in_avg,dbcm,DBCM,ph_in_avg,pH,2.3329913872120467,3,141,34
