feature,feature_label,mean_abs_shap,rank
cl2d_in_avg,Cl₂ dose,43.3318062491099,1
toc_in_avg,TOC,17.913753050993485,2
uv_in_avg,UV254,14.953560221430436,3
br_in_avg,Bromide,13.466274572833912,4
temp_in_avg,Temperature,3.635601387388489,5
ph_in_avg,pH,2.960253126802804,6
